  1.0000000e+000 -3.8193445e-001  8.4842407e+000
  1.0000000e+000 -3.9128341e+000  3.5043812e+000
  1.0000000e+000  5.2680286e+000 -6.9501813e+000
  1.0000000e+000  1.0314411e+001  5.4332910e+000
  1.0000000e+000  2.9124605e+000  8.3722757e+000
  1.0000000e+000  8.7438508e+000 -6.3149307e+000
  1.0000000e+000  8.0313565e+000 -8.7706433e+000
  1.0000000e+000  8.3409053e+000 -6.1968992e+000
  1.0000000e+000 -1.8676290e+000  7.9092179e+000
  1.0000000e+000  2.1028418e+000  1.0699753e+001
  1.0000000e+000 -9.5554177e-001  8.8023859e+000
  1.0000000e+000  1.0019968e+000  8.9592646e+000
  1.0000000e+000  5.8679458e+000  5.8925585e-001
  1.0000000e+000  1.0148593e+001 -4.4493276e+000
  1.0000000e+000  1.1403418e+001  3.8782038e+000
  1.0000000e+000  5.7861154e-001 -1.0743138e+001
  1.0000000e+000 -2.4811641e+000  7.5211701e+000
  1.0000000e+000  1.1967013e+001  1.6878881e+000
  1.0000000e+000  9.6115062e+000  5.5498193e+000
  1.0000000e+000  1.0365443e+001 -5.9541543e+000
  1.0000000e+000 -5.2009730e+000  1.5734317e+000
  1.0000000e+000  3.5134567e+000 -1.0099060e+001
  1.0000000e+000  7.6578086e+000  8.6748043e+000
  1.0000000e+000 -1.1061551e+000 -7.7134906e+000
  1.0000000e+000  2.0273282e+000  8.9082537e+000
  1.0000000e+000 -4.2883783e+000  2.7821990e+000
  1.0000000e+000  1.1015896e+001 -9.2544422e-001
  1.0000000e+000  5.3796410e+000  9.8991882e+000
  1.0000000e+000 -4.9902844e+000 -4.0773046e-001
  1.0000000e+000 -3.8028843e+000 -2.4285076e+000
  1.0000000e+000  1.0194553e+001  1.1027901e+000
  1.0000000e+000  4.7377053e+000  9.6636390e+000
  1.0000000e+000  1.1227547e+001  5.6196010e-002
  1.0000000e+000  1.1523943e+001  4.2975103e+000
  1.0000000e+000  4.3998069e+000 -7.4174158e-001
  1.0000000e+000  8.1055801e+000 -4.4154939e+000
  1.0000000e+000  9.8369603e+000  4.0230536e+000
  1.0000000e+000  4.1471698e+000 -1.0620911e+000
  1.0000000e+000 -3.4516620e+000  2.9987389e+000
  1.0000000e+000  4.4274459e+000  1.8718978e+000
  1.0000000e+000  1.0151229e+001  2.4803004e+000
  1.0000000e+000  1.1232110e+001 -1.6184971e+000
  1.0000000e+000  2.9414929e+000  1.0036099e+001
  1.0000000e+000 -1.9461120e+000 -8.3080189e+000
  1.0000000e+000  6.3754906e+000 -6.5726073e+000
  1.0000000e+000  3.4401041e-001  9.1851572e+000
  1.0000000e+000  3.6297744e+000 -1.7660452e+000
  1.0000000e+000  1.8978769e+000 -9.5221385e+000
  1.0000000e+000  1.1604748e+001  2.6053095e+000
  1.0000000e+000  2.7803482e+000 -2.6389139e+000
  1.0000000e+000 -6.2698197e+000  7.2980414e-001
  1.0000000e+000  1.2212725e+001  8.5180151e-001
  1.0000000e+000 -1.9130270e+000  7.7164042e+000
  1.0000000e+000  9.3504772e+000  4.8632647e+000
  1.0000000e+000  8.7973766e+000 -3.8301932e+000
  1.0000000e+000  9.0222387e+000  3.5913067e+000
  1.0000000e+000 -1.0010487e+000 -9.9940373e+000
  1.0000000e+000  1.8062163e+000  9.8537202e+000
  1.0000000e+000 -7.9692005e-001 -2.5736453e+000
  1.0000000e+000 -8.5294799e-001 -2.0555364e+000
  1.0000000e+000  1.1040268e+001  1.3031854e+000
  1.0000000e+000  4.3582414e+000  9.5825925e+000
  1.0000000e+000  8.3526572e+000  6.1610724e+000
  1.0000000e+000  8.7853804e+000  4.1057223e+000
  1.0000000e+000 -1.0525293e+000 -2.3300097e+000
  1.0000000e+000  2.6457135e+000  8.5113255e+000
  1.0000000e+000  2.4561186e+000  1.0333678e+001
  1.0000000e+000 -1.4689657e-001 -4.5740716e+000
  1.0000000e+000  4.3882151e+000 -9.6904014e-001
  1.0000000e+000  1.0179626e+001  1.8171679e+000
  1.0000000e+000  8.6003776e+000 -6.6267303e+000
  1.0000000e+000  3.0564100e+000 -3.3853206e+000
  1.0000000e+000  1.7077601e+000  7.9448329e+000
  1.0000000e+000 -4.1577108e+000 -1.9551948e+000
  1.0000000e+000 -5.4035303e+000 -9.6774761e+000
  1.0000000e+000 -4.3913747e+000  4.2002765e+000
  1.0000000e+000  4.7321378e+000  1.0580796e+001
  1.0000000e+000  5.7654943e+000 -7.4923105e+000
  1.0000000e+000  3.8723201e+000  8.6951567e+000
  1.0000000e+000  4.5210152e+000  1.0187744e+001
  1.0000000e+000 -5.2914475e-001  9.6604911e+000
  1.0000000e+000  8.0845172e+000 -6.5333752e+000
  1.0000000e+000 -5.8172096e+000  3.7711414e+000
  1.0000000e+000  9.5963293e+000 -2.7569244e+000
  1.0000000e+000  5.1330199e+000  9.2121313e+000
  1.0000000e+000  6.1054494e+000 -7.3763443e+000
  1.0000000e+000  9.7103684e+000  4.4371132e+000
  1.0000000e+000 -4.2298330e+000  2.8905809e+000
  1.0000000e+000  2.9328414e+000 -1.7050810e+000
  1.0000000e+000  1.6620223e+000 -9.8087907e+000
  1.0000000e+000 -8.2389116e-001 -2.1447023e+000
  1.0000000e+000  8.9050200e+000  6.6276561e+000
  1.0000000e+000  4.8120731e+000 -1.4050219e+000
  1.0000000e+000  1.0582489e+001  3.9309243e+000
  1.0000000e+000  9.7985231e+000  1.5358885e-002
  1.0000000e+000 -2.0273807e+000 -2.5261650e+000
  1.0000000e+000  7.7014648e+000  6.3442681e+000
  1.0000000e+000  3.8050249e+000  1.9395251e+000
  1.0000000e+000  1.1729533e+001 -1.0448062e+000
  1.0000000e+000  8.4976940e+000  5.8654348e+000
  1.0000000e+000 -2.3937447e+000 -7.9037965e+000
  1.0000000e+000 -1.7127805e-001 -2.2725209e+000
  1.0000000e+000  4.2813756e+000 -1.0995144e+000
  1.0000000e+000  9.6632701e+000  2.7374717e+000
  1.0000000e+000  4.8322345e+000  1.4356660e+000
  1.0000000e+000  8.1469892e+000  7.2742623e+000
  1.0000000e+000  8.1085922e+000  7.2374672e+000
  1.0000000e+000  6.5849631e+000  7.3809763e+000
  1.0000000e+000  7.3574261e+000  6.2127160e+000
  1.0000000e+000  1.1353056e+001  4.8362366e+000
  1.0000000e+000 -3.4039015e+000 -9.5832595e+000
  1.0000000e+000  2.2031857e+000 -8.2536476e+000
  1.0000000e+000 -1.1765278e+000 -2.6353998e+000
  1.0000000e+000  1.1251794e+000  8.7367927e+000
  1.0000000e+000  1.1193618e+001  6.3751415e-002
  1.0000000e+000  7.3593188e+000  8.7289549e+000
  1.0000000e+000  6.1166479e+000 -6.0105118e-001
  1.0000000e+000  1.0400685e+000 -9.6094176e+000
  1.0000000e+000  1.0647114e+001  1.2191938e+000
  1.0000000e+000  2.4526914e+000  8.6719371e+000
  1.0000000e+000  4.4358367e+000  8.9163932e+000
  1.0000000e+000  1.0763370e+001  1.5398743e-001
  1.0000000e+000 -7.7380410e-001  7.8271601e+000
  1.0000000e+000 -3.6880596e+000  6.8999102e+000
  1.0000000e+000  3.7418343e+000 -1.2921933e+000
  1.0000000e+000 -2.8642262e+000  6.3056221e+000
  1.0000000e+000 -4.0460586e+000  5.3370725e+000
  1.0000000e+000  1.1710325e+001  4.8706640e+000
  1.0000000e+000 -4.3246112e+000  1.7303364e+000
  1.0000000e+000  4.6457996e+000  2.7948306e+000
  1.0000000e+000 -1.7165762e-001 -1.9192315e+000
  1.0000000e+000  7.1716783e+000  8.5209175e+000
  1.0000000e+000  9.3325105e+000 -4.7524164e+000
  1.0000000e+000  8.8846228e+000 -3.2173828e+000
  1.0000000e+000  7.9082589e+000 -7.1076962e+000
  1.0000000e+000  1.8352821e+000 -1.0127047e+001
  1.0000000e+000  5.2012319e+000 -7.7643274e+000
  1.0000000e+000 -3.4715013e+000  1.4808769e+000
  1.0000000e+000 -3.5995028e+000  3.0727011e+000
  1.0000000e+000  6.9666823e+000  8.8257746e+000
  1.0000000e+000 -5.9302952e+000  4.8137424e-001
  1.0000000e+000 -5.9939495e+000  5.1158168e+000
  1.0000000e+000 -4.9399497e+000  1.1510034e+000
  1.0000000e+000  1.2762176e+000 -3.7358157e+000
  1.0000000e+000  9.3353674e-001 -3.6427481e+000
  1.0000000e+000  1.3574525e+000 -9.0660534e+000
  1.0000000e+000 -3.5519020e+000 -2.1571643e+000
  1.0000000e+000  2.3679251e+000  9.1154122e+000
  1.0000000e+000 -2.2413160e+000 -1.0213293e+001
  1.0000000e+000 -4.6521692e+000  7.3889504e+000
  1.0000000e+000 -5.1928795e+000  3.9821593e+000
  1.0000000e+000  2.8437783e+000 -8.2700889e+000
  1.0000000e+000 -2.1174458e+000 -8.5367883e+000
  1.0000000e+000  3.9404359e+000  1.4891207e+000
  1.0000000e+000 -1.2498221e+000 -2.1804469e+000
  1.0000000e+000 -1.6134830e+000  7.0831944e+000
  1.0000000e+000 -3.4686656e+000  1.4164061e+000
  1.0000000e+000  1.0523392e+001 -1.5982072e+000
  1.0000000e+000 -3.6107549e+000 -2.6549277e+000
  1.0000000e+000 -5.6113098e+000  4.3331278e+000
  1.0000000e+000  1.1430768e+001  1.9739219e+000
  1.0000000e+000  1.0375279e+001  3.6487812e-001
  1.0000000e+000 -4.3824811e+000 -1.2855897e+000
  1.0000000e+000  7.5266418e+000 -7.5006266e+000
  1.0000000e+000  1.2112521e+001  3.7648512e+000
  1.0000000e+000  2.9917472e+000  2.8828697e-001
  1.0000000e+000  2.7915272e+000 -3.5498809e+000
  1.0000000e+000 -1.2906218e+000 -9.1880122e+000
  1.0000000e+000 -2.4917998e+000  5.8609757e+000
  1.0000000e+000  1.0104411e+001  3.7236333e+000
  1.0000000e+000  6.8272190e+000 -6.1416136e+000
  1.0000000e+000  4.7311525e+000 -7.2629425e+000
  1.0000000e+000 -3.7578612e+000  5.6273258e+000
  1.0000000e+000  1.0845347e+001 -2.8947246e+000
  1.0000000e+000  1.0802877e+001  7.1382140e+000
  1.0000000e+000 -4.1831773e+000 -1.3490320e+000
  1.0000000e+000 -3.3022854e+000  5.7359761e-001
  1.0000000e+000 -3.9663694e+000 -1.9448934e+000
  1.0000000e+000  3.1478172e+000  1.0669998e+001
  1.0000000e+000  2.7506181e+000  1.0903872e+001
  1.0000000e+000 -4.1386133e+000  6.6316796e+000
  1.0000000e+000  3.3196485e+000  7.9781050e+000
  1.0000000e+000  9.2229111e+000 -5.3168323e+000
  1.0000000e+000  6.6632194e+000 -8.9522402e+000
  1.0000000e+000 -6.9833910e-001  1.0116311e+001
  1.0000000e+000 -9.7381865e-001 -1.9120581e+000
  1.0000000e+000  6.0436143e+000  2.1059454e+000
  1.0000000e+000  9.0506403e+000 -5.2204304e+000
  1.0000000e+000  2.8014611e+000  1.0519193e+001
  1.0000000e+000  2.6717506e+000  1.0417644e+001
  1.0000000e+000 -2.9138062e+000  9.2485762e+000
  1.0000000e+000  2.1901974e+000 -9.3014490e+000
  1.0000000e+000  8.6842172e+000  6.5836608e+000
  1.0000000e+000  2.9458741e+000  1.0567069e+001
  1.0000000e+000  2.7897114e+000  9.0610350e+000
  1.0000000e+000  2.3445040e+000  8.0793612e+000
  1.0000000e+000  7.3269784e+000 -6.2565041e+000
  1.0000000e+000  3.0257084e+000 -6.0712886e-001
  1.0000000e+000 -1.1184067e+000 -3.8505231e+000
  1.0000000e+000 -3.6811434e+000  6.2311107e+000
  1.0000000e+000  9.4922019e+000  4.7212619e+000
  1.0000000e+000 -1.8868939e+000  9.6473251e+000
  1.0000000e+000 -3.5380310e+000  8.2658941e-001
  1.0000000e+000  1.0148801e+001 -3.2251182e+000
  1.0000000e+000 -5.5583112e+000  2.1609477e+000
  1.0000000e+000  7.9514267e+000 -8.0972239e+000
  1.0000000e+000  1.0722001e+001  1.7927440e+000
  1.0000000e+000  1.1658642e+001 -3.6829031e+000
  1.0000000e+000  1.0085615e+001  1.8058667e+000
  1.0000000e+000 -2.7703146e+000 -3.5356953e+000
  1.0000000e+000 -5.2305386e+000  4.8624488e+000
  1.0000000e+000  2.4960173e+000  1.0800791e+001
  1.0000000e+000  7.5350008e+000 -8.1011515e+000
  1.0000000e+000  2.5108457e+000  4.1556921e+000
  1.0000000e+000  4.3261074e+000  8.4360353e+000
  1.0000000e+000  7.9238633e+000  7.0850504e+000
  1.0000000e+000  9.2188294e+000  4.8876002e+000
  1.0000000e+000  5.6594846e+000  8.4405583e+000
  1.0000000e+000 -3.1333357e+000  3.8534002e+000
  1.0000000e+000  1.1142737e+000  9.6208060e+000
